Class,Subclass2,Subclass3,Subclass4,Subclass5,Subclass6,Subclass7,Subclass8,nuclex_nid,parent_OBO,obo_id,obo_axiom,radlex_purl,radlex_axiom,playbook_rpid,umls_cui,umls_axiom,nci_thesaurus_code,nci_thesaurus_axiom,snomedct_code,snomedct_axiom,ibsi_code,ibsi_axiom,dicom_code,Other,Other_axiom,Measurement?,Assignment ID,Approver/Endorser ID,Comments,Synonyms,Definitions ,ro:has_part,ro:is_part_of,ro:uses,ro:is_made_of,ro:treats,ro:has_input,ro:has_output,ro:is_about,nuclex:is_theranostic_pair,nuclex:binds_to,nuclex:is_radiolabeled_analog_of,,,,,,,
,,,,,,radioactive iodine scan for thyroiditis,,nuclex:000078,,,,,,RPID5212,,,,,,,,,,,,,,1001;1002;1004,,"thyroiditis scan, RAI thyroiditis scan",A radioactive iodine scan performed to evaluate inflammation of the thyroid gland,,,,,,,,,,,,,,,,,,
,,,,,,radioactive iodine scan for Graves disease,,nuclex:000079,,,,,,RPID5212,,,,,,,,,,,,,,1001;1002;1004,,"Graves disease scan, RAI Graves scan",A radioactive iodine scan performed to confirm the diagnosis of Graves' disease,,,,,,,,,,,,,,,,,,
,,,,,,radioactive iodine scan for ectopic thyroid,,nuclex:000080,,,,,,RPID5212,,,,,,,,,,,,,,1001;1002;1004,,"ectopic thyroid scan, RAI ectopic thyroid scan",A radioactive iodine scan performed to locate functional thyroid tissue situated outside its normal anterocervical anatomical position.,,,,,,,,,,,,,,,,,,
,,,,nuclear medicine brain scan,,,,nuclex:000081,,,,,,RPID6312,,,,,http://purl.bioontology.org/ontology/SNOMEDCT/41440006,,,,,,,,,1001;1002;1004,,"nuclear medicine neuro scan, nuclear medicine brain exam","Any nuclear medicine procedure imaging the brain's structure, function, or pathology.",,,,,,,,,,,,,,,,,,
,,,,,nuclear medicine brain perfusion scan,,,nuclex:000082,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"NM brain scan, NM brain perfusion scan, brain perfusion scan",A nuclear medicine brain scan using radiopharmaceuticals that localize in brain tissue proportional to blood flow. ,,,,,,,,,,,,,,,,,,
,,,,,,brain perfusion single-photon emission computed tomography scan,,nuclex:000083,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"neuro perfusion SPECT scan, brain SPECT scan, brain perfusion SPECT scan",A single-photon emission computed tomography scan assessing regional cerebral blood flow,,,,,,,,,,,,,,,,,,
,,,,,,,ictal brain perfusion single-photon emission computed tomography scan,nuclex:000084,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"ictal SPECT scan, ictal brain scan, ictal SPECT study, ictal brain study",A brain perfusion SPECT scan performed during an epileptic seizure to help localize the seizure focus.,,,,,,,,,,,,,,,,,,
,,,,,,,interictal brain perfusion single-photon emission computed tomography scan,nuclex:000085,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"interictal SPECT scan, interictal brain scan, interictal SPECT study, interictal brain study","A brain perfusion SPECT scan performed between epileptic seizures, often used as a baseline for comparison with ictal scans.",,,,,,,,,,,,,,,,,,
,,,,,,brain perfusion positron emission tomography scan,,nuclex:000086,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"brain perfusion PET scan, brain perfusion PET study",A positron emission tomography scan assessing regional cerebral blood flow,,,,,,,,,,,,,,,,,,
,,,,,,brain death scan,,nuclex:000087,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,NM scan for brain death,A nuclear medicine procedure assessing cerebral blood flow to confirm brain death.,,,,,,,,,,,,,,,,,,
,,,,,,,brain death scintigraphy,nuclex:000088,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,brain death planar scan,A nuclear medicine scintigraphy scan assessing cerebral blood flow to confirm brain death.,,,,,,,,,,,,,,,,,,
,,,,,,,brain death single-photon emission computed tomography scan,nuclex:000089,,,,,,RPID6185,,,,,,,,,,,,,,1001;1002;1004,,brain death SPECT scan,A single-photon emission computed tomography scan assessing cerebral blood flow to confirm brain death.,,,,,,,,,,,,,,,,,,
,,,,,positron emission tomography brain scan,,,nuclex:000090,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"neuro PET, neuro PET scan, neurologic PET scan, neuro PET study, PT brain",A PET scan for diagnosis and monitoring of neurologic diseases.,,,,,,,,,,,,,,,,,,
,,,,,,dementia positron emission tomography scan,,nuclex:000091,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,dementia PET scan,A nuclear medicine brain scan for assessing different types of dementia. ,,,,,,,,,,,,,,,,,,
,,,,,,,amyloid positron emission tomography brain scan,nuclex:000092,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"amyloid PET scan, amyloid scan","A brain PET scan using specific radiotracers that bind to amyloid plaques, primarily for evaluating dementia.",,,,,,,,,,,,,,,,,,
,,,,,,,tau positron emission tomography brain scan,nuclex:000093,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"tau PET scan, tau scan",A PET scan that uses a radiolabeled tau protein–binding ligand to visualize and quantify pathological tau aggregate distribution in the brain.,,,,,,,,,,,,,,,,,,
,,,,,,,metabolic brain positron emission tomography scan,nuclex:000094,,,,,,,,,,,,,,,,,,,,1001;1002;1004,Has 2 parents,"brain PET scan, FDG brain scan, FDG brain PET scan, metabolic brain PET scan","A positron emission tomography scan specifically performed to evaluate glucose metabolism in the brain, often for dementia or epilepsy evaluation.",,,,,,,,,,,,,,,,,,
,,,,,nuclear medicine neuro-oncology scan,,,nuclex:000095,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,nuclear medicine brain oncology scan,A nuclear medicine scan to detect or assess cancer in the brain.,,,,,,,,,,,,,,,,,,
,,,,,,amino acid positron emission tomography scan,,nuclex:000096,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"amino acid PET scan, amino acid scan, ",A PET scan utilizing radiolabeled amino acids to visualize increased protein transport and synthesis in tumor cells.,,,,,,,,,,,,,,,,,,
,,,,,,metabolic brain positron emission tomography scan,,nuclex:000097,,,,,,,,,,,,,,,,,,,,1001;1002;1004,Has 2 parents,"brain PET scan, FDG brain scan, FDG brain PET scan, metabolic brain PET scan","A positron emission tomography scan specifically performed to evaluate glucose metabolism in the brain, often for dementia or epilepsy evaluation.",,,,,,,,,,,,,,,,,,
,,,,,nuclear medicine neurotransmitter scan,,,nuclex:000098,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,neurotransmitter scan,A nuclear medicine imaging study that visualizes the density and integrity of specific neurotransmitter receptors or transporters in the brain.,,,,,,,,,,,,,,,,,,
,,,,,,dopamine transporter scan,,nuclex:000099,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"DatSCAN, Dat Scan, Ioflupane scan",A DATscan is a specialized nuclear medicine imaging procedure that uses a radiolabeled dopamine transporter (DAT) ligand to visualize and quantify presynaptic dopamine transporter availability in the striatum.,,,,,,,,,,,,,,,,,,
,,,,,single-photon emission computed tomography brain scan,,,nuclex:000100,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"neuro SPECT, neuro SPECT scan, neurologic SPECT scan, neuro SPECT study",A SPECT scan for diagnosis and monitoring of neurologic diseases.,,,,,,,,,,,,,,,,,,
,,,,nuclear medicine cardiac scan,,,,nuclex:000101,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"cardiac scan, cardiac exam, cardiac nuclear medicine exam","A nuclear medicine procedure using radiopharmaceuticals to image the heart's structure, function, perfusion, or metabolism.",,,,,,,,,,,,,,,,,,
,,,,,myocardial perfusion scan,,,nuclex:000102,,,,,,,,,"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C102676",,http://purl.bioontology.org/ontology/SNOMEDCT/252432008,,,,,,,,,1001;1002;1004,,"myocardial perfusion imaging, nuclear stress test, MPI, stress MPI, cardiac perfusion imaging, MPI scan, stress-rest scan, stress-rest scan, stress-rest test, rest-stress test, MIBI scan, myocardial perfusion study",A procedure that captures pictures of blood flow throughout the heart muscle.,,,,,,,,,,,,,,,,,,
,,,,,,quantitative myocardial blood flow imaging exam,,nuclex:000103,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"MBF scan, MBF exam",A cardiac nuclear medicine procedure employing dynamic acquisition and kinetic modeling to quantify myocardial blood flow.,,,,,,,,,,,,,,,,,,
,,,,,,myocardial perfusion single-photon emission computed tomography scan,,nuclex:000104,,,,,,"RPID6319, RPID5352",,,,,,,,,,,,,,1001;1002;1004,,"SPECT MPI, SPECT myocardial perfusion imaging, SPECT MPI Scan",A myocardial perfusion scan performed using single-photon emission computed tomography.,,,,,,,,,,,,,,,,,,
,,,,,,myocardial perfusion positron emission tomography scan,,nuclex:000105,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"PET MPI, PET myocardial perfusion imaging, PET MPI scan",A myocardial perfusion scan performed using positron emission tomography.,,,,,,,,,,,,,,,,,,
,,,,,,,gated cardiac CE CT w/ cardiac PET,nuclex:000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,stress myocardial perfusion scan,,nuclex:000107,,,,,,"RPID5352, RPID6319",,,,,,,,,,,,,,1001;1002;1004,,"nuclear stress test, stress MPI, cardiac stress scan, stress myocardial perfusion imaging, stress myocardial perfusion study","A diagnostic study where a radiopharmaceutical is injected while the patient is under physiological stress, either through exercises or a pharmacological agent, to visualize blood flow to the heart muscle.",,,,,,,,,,,,,,,,,,
,,,,,,,exercise stress myocardial perfusion scan,nuclex:000108,,,,,,"RPID5352, RPID6319",,,,,,,,,,,,,,1001;1002;1004,,myocardial perfusion scan with excercise stress,A diagnostic study where a radiopharmaceutical is injected while the patient exercises (treadmill) to visualize blood flow to the heart muscle.,,,,,,,,,,,,,,,,,,
,,,,,,,pharmacological stress myocardial perfusion scan,nuclex:000109,,,,,,"RPID5352, RPID6319",,,,,,,,,,,,,,1001;1002;1004,,"myocardial perfusion scan with pharmacological stress, pharmacologic stress myocardial perfusion scan, regadenoson stress test",A diagnostic study where a radiopharmaceutical is injected while the patient is under the influence of a pharmacological stress agent to visualize blood flow to the heart muscle.,,,,,,,,,,,,,,,,,,
,,,,,,rest myocardial pefusion scan,,nuclex:000110,,,,,,"RPID5352, RPID6319",,,,,,,,,,,,,,1001;1002;1004,,"rest MPI, cardiac rest scan, rest myocardial perfusion imaging","A diagnostic study where a radiopharmaceutical is injected while the patient is at rest (i.e., not exercising) to visualize blood flow to the heart muscle, often serving as a baseline comparator for a stress myocardial perfusion scan. ",,,,,,,,,,,,,,,,,,
,,,,,gated blood-pool scan,,,nuclex:000111,,,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38073,,,,,,,,,,,1001;1002;1004,,"GBPS scan, MUGA scan, multigated acquisition, radionuclide angiogram, ventricular function scan, radionuclide ventriculography, RNV",A cardiac nuclear medicine imaging study where red blood cells are labeled with a radioisotope and imaged in synchronization with the patient's heartbeat.,,,,,,,,,,,,,,,,,,
,,,,,,stress gated blood-pool scan,,nuclex:000112,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"stress GBPS scan, stress MUGA scan, stress multigated acquisition, stress radionuclide angiogram, stress ventricular function scan",A gated blood-pool scan performed while the heart is under workload to assess how the heart's pumping ability responds to stress.,,,,,,,,,,,,,,,,,,
,,,,,,,exercise stress gated blood-pool scan,nuclex:000113,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"exercise stress MUGA scan, exercise stress GBPS scan","A gated blood-pool scan performed while the heart is under workload due to exercise (e.g., stationary bicycle) to assess how the heart's pumping ability responds to stress.",,,,,,,,,,,,,,,,,,
,,,,,,,pharmacological stress gated blood-pool scan,nuclex:000114,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"pharmacological stress MUGA scan, pharmacological stress GBPS scan",A gated blood-pool scan performed while the heart is under workload due to a pharmacological agent to assess how the heart's pumping ability responds to stress.,,,,,,,,,,,,,,,,,,
,,,,,,rest gated blood-pool scan,,nuclex:000115,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"rest GBPS scan, rest MUGA scan, rest  multigated acquisition, rest radionuclide angiogram, rest ventricular function scan","A gated blood-pool scan performed while the patient is at rest (e.g., lying down) to assess the heart's baseline pumping ability.",,,,,,,,,,,,,,,,,,
,,,,,first-pass radionuclide angiography,,,nuclex:000116,,,,,,"RPID6174, RPID5350",,,,,,,,,,,,,,1001;1002;1004,,"first-pass angiography, first-pass radioisotope scan","A nuclear medicine imaging procedure to capture initial transit through the cardiac chambers and great vessels to assess ventricular function, ejection fraction, and cardiac output.",,,,,,,,,,,,,,,,,,
,,,,,,shunt scan,,nuclex:000117,,,,,,RPID6193,,,,,,,,,,,,,,1001;1002;1004,,"shuntogram, shunt patency study, radionuclide ventriculoperitoneal shunt evaluation study, shunt evaluation study",A nuclear medicine procedure to determine if cerebrospinal fluid is flowing correctly through the shunt system. ,,,,,,,,,,,,,,,,,,
,,,,,cardiac sarcoidosis scan,,,nuclex:000118,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"cardiac sarcoidosis imaging, CS scan, cardiac inflammation scan",A nuclear medicine imaging procedure to detect and localize inflammatory granulomatous lesions.,,,,,,,,,,,,,,,,,,
,,,,,cardiac amyloidosis scan,,,nuclex:000119,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"cardiac amyloid scan, amyloid scintigraphy",A nuclear medicine imaging procedure to detect and quantify myocardial amyloid protein deposition.,,,,,,,,,,,,,,,,,,
,,,,,,cardiac pyrophosphate scan,,nuclex:000120,,,,,,"RPID5095, RPID5264",,,,,,,,,,,,,,1001;1002;1004,,"PYP scan, cardiac PYP scan, infarct-avid scan, ATTR cardiac scan, heart infarction scan",A nuclear medicine imaging procedure utilizing radiolabeled pyrophosphate (PYP) to detect and quantify myocardial infiltration.,,,,,,,,,,,,,,,,,,
,,,,,cardiac viability scan,,,nuclex:000121,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,NM cardiac scan for viability,A nuclear medicine imaging study to assess how much heart muscle has been damaged by a cardiac event. ,,,,,,,,,,,,,,,,,,
,,,,thyroid scan,,,,nuclex:000122,,,,,,,,,,,http://purl.bioontology.org/ontology/SNOMEDCT/39500001,,,,,,,,,1001;1002;1004,,"thyroid scintigraphy, thyroid imaging, Tc99m thyroid scan, pertechnatate scan","A nuclear medicine scan to visualize the structure, size, and functional activity of the thyroid gland.",,,,,,,,,,,,,,,,,,
,,,,,nodule thyroid scan,,,nuclex:000123,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"NM scan for thyroid nodules, thyroid nodule scintigraphy","A thyroid scan scan focused on characterizing a palpable lump, classifying nodules as functioning or non-functioning.",,,,,,,,,,,,,,,,,,
,,,,,hyperthyroidism scan,,,nuclex:000124,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"NM scan for thyroid hyperthyroidism, thyroidism scintigraphy",A thyroid scan performed to determine the cause of overactive thyroid levels.,,,,,,,,,,,,,,,,,,
,,,,,hypothyroidism scan,,,nuclex:000125,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"NM scan for hypothyroidism, hypothyroidism scintigraphy",A thyroid scan used to assess the cause of an underactive thyroid.,,,,,,,,,,,,,,,,,,
,,,,,thyroiditis scan,,,nuclex:000126,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"NM scan for thyroiditis, thyroiditis scintigraphy",A thyroid scan used to identify or assess inflammation of the thyroid. ,,,,,,,,,,,,,,,,,,
,,,,parathyroid scan,,,,nuclex:000127,,,,,,"RPID5129, RPID6194",,,,,,,,,,,,,,1001;1002;1004,,"sestamibi parathyroid scan, sestamibi scan, dual-tracer parathyroid scan",A nuclear medicine procedure to localize hyperfunctioning parathyroid tissue.,,,,,,,,,,,,,,,,,,
,,,,,ectopic parathyroid scan ,,,nuclex:000128,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"NM scan for ectopic parathyroid, ectopic parathyroid scintigraphy",A nuclear medicine scan specifically targeted at locating a parathyroid adenoma that is not in its standard anatomical position behind the thyroid.,,,,,,,,,,,,,,,,,,
,,,,,hyperparathyroidism scan,,,nuclex:000129,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"NM scan for hyperparathyroidism, hyperparathyroidism scintigraphy","A nuclear medicine imaging procedure, often utilizing Tc-99m sestamibi, performed to localize hyperfunctioning parathyroid tissue.",,,,,,,,,,,,,,,,,,
,,,,,parathyroid adenoma scan,,,nuclex:000130,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"NM scan for parathyroid adenoma, parathyroid adenoma scintigraphy","A specialized hyperparathyroidism scan performed specifically to identify and localize a single, benign, autonomously functioning parathyroid adenoma.",,,,,,,,,,,,,,,,,,
,,,,ventilation-perfusion pulmonary scan,,,,nuclex:000131,,,,,,"RPID5122, RPID6327",,,,,,,,,,,,,,1001;1002;1004,,"ventilation-perfusion pulmonary scintigraphy, ventillation-perfusion scan, lung ventilation/perfusion scan, VQ scan, V/Q scan, pulmonary V/Q scan, pulmonary VQ scan, lung VQ scan, lung V/Q scan, lung quantitation scan","A two-part nuclear medicine study used primarily to detect pulmonary embolism, consisting of a ventilation scan using radioactive aerosols, and a perfusion scan using a radiopharmaceutical that allows for visualization of blood flow in the lungs. ",,,,,,,,,,,,,,,,,,
,,,,,perfusion pulmonary scan,,,nuclex:000132,,,,,,"RPID5121, RPID5238",,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38090,,http://purl.bioontology.org/ontology/SNOMEDCT/66088009,,,,,,,,,1001;1002;1004,,"lung perfusion scan, perfusion-only lung scan, perfusion pulmonary scintigraphy, pulmonary perfusion scan",A nuclear medicine scan in which a radiopharmaceutical is injected into the blood to allow for visualization of blood flow to the lungs.,,,,,,,,,,,,,,,,,,
,,,,,ventilation pulmonary scan,,,nuclex:000133,,,,,,RPID5275,,,,,http://purl.bioontology.org/ontology/SNOMEDCT/57113004,,,,,,,,,1001;1002;1004,,"lung ventilation scan, ventilation-only lung scan, ventilation pulmonary scintigraphy",A nuclear medicine scan in which radioactive gas is inhaled and imaged to identify non-ventilated areas of the lung.,,,,,,,,,,,,,,,,,,
,,,,lymphoscintigraphy,,,,nuclex:000134,,,,,,"RPID6324, RPID6325, RPID6326",,,"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67262",,,,,,,,,,,1001;1002;1004,,NM lymphoscintigraphy,A nuclear medicine study where a radiopharmaceutical is injected into the skin to map the drainage pathways of the lymphatic system.,,,,,,,,,,,,,,,,,,
,,,,,sentinel lymph node mapping,,,nuclex:000135,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"sentinel lymph node localization, sentinal node mapping","A nuclear medicine study where a radiopharmaceutical is injected into the skin at a tumor site to identify the sentinel node, which is the very first lymph node to receive drainage from the tumor.",,,,,,,,,,,,,,,,,,
,,,,,lymphodema scan,,,nuclex:000136,,,,,,,,,,,,,,,,,,,,1001;1002;1004,,"NM lymphodema scan, lymphodema scintigraphy",A nuclear medicine study involving injections of radiopharmaceuticals into the spaces between fingers or toes to visualize the rate of lymphatic fluid transport up the limbs.,,,,,,,,,,,,,,,,,,
,,,,adrenal scintigraphy,,,,nuclex:000137,,,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67076,,http://purl.bioontology.org/ontology/SNOMEDCT/241393006,,,,,,,,,1001;1002;1004,,"adrenal scan, adrenal radioisotope scan",A diagnostic procedure in which a two-dimensional picture of all or part of the adrenal glands is obtained through the use of radioisotopes,,,,,,,,,,,,,,,,,,
,,,,nuclear medicine infection scan,,,,nuclex:000138,,,,,,,,,,,http://purl.bioontology.org/ontology/SNOMEDCT/86924002,,,,,,,,,1001;1002;1004,,"infection scan, infection study, infection imaging",A nuclear medicine imaging procedure utilizing specific radiopharmaceuticals to localize and assess sites of acute or chronic infection and inflammation.,,,,,,,,,,,,,,,,,,
,,,,,gallium scan,,,nuclex:000139,,,,,,"RPID6176, RPID6177, RPID6192",,,,,http://purl.bioontology.org/ontology/SNOMEDCT/86924002,,,,,,,,,1001;1002;1004,,"NM gallium scan, gallium scintigraphy","A nuclear medicine infection scan utilizing Gallium-67 citrate to identify sites of infection, granulomatous disease, or certain malignancies.",,,,,,,,,,,,,,,,,,
,,,,,white blood cell scan,,,nuclex:000140,,,,,,"RPID5992, RPID6339, RPID5993, RPID5991",,,,,,,,,,,,,,1001;1002;1004,,"WBC scan, indium-111 white blood cell scan, white blood cell scintigraphy, WBC scintigraphy, tagged WBC scan, indium-111 oxine labeled white blood cell scan, technicium-99m white blood cell scan
",A nuclear medicine scan to detect infections or inflammation in the body by injecting radiolabelled white blood cells.,,,,,,,,,,,,,,,,,,
,,,,nuclear medicine renal scan,,,,nuclex:000141,,,,,,"RPID5135, RPID6320",,,,,http://purl.bioontology.org/ontology/SNOMEDCT/241354002,,,,,,,,,1001;1002;1004;1006,,"renal scan, renal study, renogram, Lasix scan, GFR scan, glomerular filtration rate scan, MAG3 scan, DMSA scan, kidney scan, kidney scintigraphy","A nuclear medicine renal scan to assess renal perfusion, function, and drainage.",,,,,,,,,,,,,,,,,,
